store_ID,store_name,post,address,hour,tel,kibo,parking
20466,BOOKOFF SUPER BAZAAR 松戸駅東口店,〒271-0092,千葉県松戸市松戸1230-1 ピアザ松戸4F、5F、6F,10:00～21:00,047-330-3971,大型店舗,360台
20467,BOOKOFF SUPER BAZAAR 綱島樽町店,〒222-0001,神奈川県横浜市港北区樽町3-12-25,10:00～20:00,045-541-9571,大型店舗,240台
20468,BOOKOFF PLUS 上野広小路店,〒110-0005,東京都台東区上野4-4-4,10:00～22:00,03-5817-3817,中型店舗,なし
20470,BOOKOFF SUPER BAZAAR Luz湘南辻堂店,〒251-0041,神奈川県藤沢市辻堂神台1-2-12 Luz湘南辻堂3F,10:00～21:00,0466-31-0870,大型店舗,104台
20471,BOOKOFF 京都太秦店,〒616-8216,京都府京都市右京区常盤一ノ井町5-1,10:00～22:00,075-873-2770,中型店舗,13台
20472,BOOKOFF PLUS 新宿駅西口店,〒160-0023,東京都新宿区西新宿1-10-2 110ビル3F～6F,10:00～22:00,03-5909-4721,大型店舗,なし
20473,BOOKOFF 東海荒尾店,〒476-0003,愛知県東海市荒尾町見幕88 エディオン2F,10:00～21:00,052-689-4560,中型店舗,300台
20475,BOOKOFF SUPER BAZAAR 守口ジャガータウン店,〒570-0017,大阪府守口市佐太東町2-9-10 ジャガータウンイースト1・2F,10:00～22:00,06-6780-2612,大型店舗,1210台
20478,BOOKOFF SUPER BAZAAR 407号太田飯塚店,〒373-0817,群馬県太田市飯塚町1961-1,10:00～21:00,0276-60-3961,大型店舗,180台
20479,BOOKOFF SUPER BAZAAR 1号四日市日永店,〒510-0885,三重県四日市市日永3-1-4,10:00～21:00,059-349-5806,大型店舗,162台
20480,BOOKOFF PLUS アミューあつぎ店,〒243-0018,神奈川県厚木市中町2-12-15 アミューあつぎ4F,10:00～21:00,046-297-3703,大型店舗,634台
20481,BOOKOFF PLUS 大宮ラクーン店,〒330-0802,埼玉県さいたま市大宮区宮町1-60 大宮ラクーン7F,10:00～22:00,048-658-8115,大型店舗,なし
20482,BOOKOFF SUPER BAZAAR 17号鴻巣吹上店,〒369-0111,埼玉県鴻巣市新宿2-193,10:00～21:00,048-547-3350,大型店舗,140台
20483,BOOKOFF 大和郡山小泉店,〒639-1042,奈良県大和郡山市小泉町19-1,10:00～21:00,0743-54-7739,中型店舗,200台
20484,BOOKOFF 大阪千島ガーデンモール店,〒551-0003,大阪府大阪市大正区千島1-23-115,10:00～20:00,06-6556-3639,中型店舗,500台
20485,BOOKOFF 北九州戸畑一枝店,〒804-0014,福岡県北九州市戸畑区土取町2-18,10:00～22:00,093-873-3687,中型店舗,70台
20487,BOOKOFF SUPER BAZAAR 14号千葉幕張店,〒262-0032,千葉県千葉市花見川区幕張町4-544-6,10:00～21:00,043-298-1211,大型店舗,660台
20488,BOOKOFF PLUS 名古屋ヤマナカ新中島店,〒454-0932,愛知県名古屋市中川区中島新町2-202 ヤマナカ新中島店2F,10:00～21:00,052-369-1722,大型店舗,460台
20489,BOOKOFF PLUS ドン・キホーテ秋田店,〒010-0923,秋田県秋田市旭北錦町4-58,10:00～22:00,018-883-0140,大型店舗,672台
20490,BOOKOFF 唐津店,〒847-0821,佐賀県唐津市町田1-16-13,10:00～21:00,0955-70-1600,中型店舗,20台
20491,BOOKOFF 伊万里店,〒848-0041,佐賀県伊万里市新天町2-5,11:00～20:00,0955-29-9500,中型店舗,25台
20492,BOOKOFF 佐賀鍋島店,〒849-0932,佐賀県佐賀市鍋島町大字八戸溝957-1,10:00～21:00,0952-33-6600,中型店舗,31台
20493,BOOKOFF 大橋駅西口店,〒815-0033,福岡県福岡市南区大橋1-17-1,10:00～21:30,092-552-8500,中型店舗,4台
20494,BOOKOFF 福岡六本松店,〒810-0044,福岡県福岡市中央区六本松2-2-11,11:00～20:00,092-717-5200,中型店舗,なし
20495,BOOKOFF 3号バイパス新宮店,〒811-0124,福岡県糟屋郡新宮町新宮東5-12-1,10:00～22:00,092-405-2900,中型店舗,54台
20497,BOOKOFF PLUS 田富昭和通り店,〒409-3845,山梨県中央市山之神3356-1,10:00～21:00,055-278-6831,大型店舗,127台
20499,BOOKOFF 稲毛マルエツ店,〒263-0043,千葉県千葉市稲毛区小仲台7－2－1 マルエツ稲毛店2F,10:00～21:00,043-239-5297,中型店舗,215台
20500,BOOKOFF 東大和仲原店,〒207-0016,東京都東大和市仲原4-2-3,10:00～21:00,042-563-1902,中型店舗,200台
20501,BOOKOFF SUPER BAZAAR 307号枚方池之宮店,〒573-0005,大阪府枚方市池之宮1-2-50,10:00～22:00,072-805-3810,大型店舗,244台
20502,BOOKOFF PLUS 286号仙台鈎取店,〒982-0805,宮城県仙台市太白区鈎取本町1-21-2,10:00～21:00,022-307-5105,大型店舗,1337台
20503,BOOKOFF SUPER BAZAAR 西友高針店,〒465-0068,愛知県名古屋市名東区牧の里1-401 西友高針3F,10:00～21:00,052-709-6765,大型店舗,447台
20504,BOOKOFF SUPER BAZAAR 西友鳴海店,〒458-0003,愛知県名古屋市緑区黒沢台4-801 西友鳴海2F,10:00～21:00,052-879-5215,大型店舗,452台
20505,BOOKOFF SUPER BAZAAR ショップス市川店,〒272-0015,千葉県市川市鬼高3-28-16 ショップス2階,10:00～21:00,047-320-3671,大型店舗,696台
20506,BOOKOFF SUPER BAZAAR アクロスプラザ佐世保店,〒857-0832,長崎県佐世保市藤原町20-7 アクロスプラザ佐世保2階,10:00～21:00,0956-46-7701,大型店舗,274台
20507,BOOKOFF 42号松阪久米店,〒515-2122,三重県松阪市久米町1151-1,10:00～21:00,0598-56-9620,中型店舗,60台
20508,BOOKOFF SUPER BAZAAR 西友大森店,〒140-0013,東京都品川区南大井6-27-25 西友大森3F,10:00～22:00,03-5753-4472,大型店舗,151台
20509,BOOKOFF SUPER BAZAAR ノースポート･モール店,〒224-0003,神奈川県横浜市都筑区中川中央1-25-1 ノースポート･モール1F,10:00～21:00,045-914-3265,大型店舗,"1,590台"
20511,BOOKOFF 木更津太田店,〒292-0044,千葉県木更津市太田4-15-1,10:00～21:00,0438-20-6177,中型店舗,32台
20512,BOOKOFF 16号袖ヶ浦店,〒299-0261,千葉県袖ヶ浦市福王台3-23-1,10:00～21:00,0438-60-8185,中型店舗,36台
20514,BOOKOFF SUPER BAZAAR 広島段原店,〒732-0814,広島県広島市南区段原南1-3-52  広島段原ショッピングセンター,10:00～21:00,082-568-1855,大型店舗,800台
20515,BOOKOFF SUPER BAZAAR 5号札幌宮の沢店,〒006-0005,北海道札幌市手稲区西宮の沢五条2-11-15,10:00～21:00,011-668-2811,大型店舗,542台
20516,BOOKOFF SUPER BAZAAR イトーヨーカドー流山店,〒270-0164,千葉県流山市流山9-800-2 イトーヨーカドー流山店 ３F,10:00～21:00,04-7157-8127,大型店舗,1104台
20517,BOOKOFF 曳舟店,〒131-0032,東京都墨田区東向島2-48-13 第3丸重ハイツ1･2F,10:30～21:30,03-5630-6471,小型店舗,なし
20518,BOOKOFF SUPER BAZAAR 水戸姫子店,〒311-4151,茨城県水戸市姫子2-769-4,10:00～21:00,029-257-1111,大型店舗,193台
20519,BOOKOFF SUPER BAZAAR アグロガーデン神戸駒ヶ林店,〒653-0044,兵庫県神戸市長田区南駒栄町1-7,09:30～20:00,078-646-2260,大型店舗,474台
20520,BOOKOFF SUPER BAZAAR 25号八尾永畑店,〒581-0083,大阪府八尾市永畑町2-2-18,10:00～22:00,072-990-2151,大型店舗,112台
20521,BOOKOFF 綾瀬駅前店,〒120-0005,東京都足立区綾瀬3-2-8 シティプレイスアヤセ2F,10:00～22:00,03-5673-5858,中型店舗,なし
20522,BOOKOFF SUPER BAZAAR 1号京都伏見店,〒612-8246,京都府京都市伏見区横大路芝生1,10:00～22:00,075-605-6000,大型店舗,228台
20523,BOOKOFF 大泉学園駅前店,〒178-0063,東京都練馬区東大泉1-26-15,10:00～22:00,03-5947-7260,小型店舗,なし
20524,BOOKOFF 大野城御笠川店,〒816-0912,福岡県大野城市御笠川4-13-26,10:00～21:00,092-513-3155,中型店舗,188台
20526,BOOKOFF 鈴鹿ハンター店,〒513-0806,三重県鈴鹿市算所2-5-1 鈴鹿ハンタ ーショッピングセ ンター2F,10:00～20:00,059-375-0870,中型店舗,1650台
20527,BOOKOFF イオン本牧店,〒231-0821,神奈川県横浜市中区本牧原7-1 イオン本牧 5F,9:00～21:00,045-628-7818,中型店舗,367台
20528,BOOKOFF SUPER BAZAAR PAPA上尾店,〒362-0015,埼玉県上尾市緑丘3-3-11 P・A・P・A上尾ショッピングアヴェニュープリンス棟2F,10:00～21:00,048-778-0502,大型店舗,1200台
20529,BOOKOFF SUPER BAZAAR ミーナ天神店,〒810-0001,福岡県福岡市中央区天神４丁目３−８ ミーナ天神 7F,10:00～21:00,092-737-3918,大型店舗,140台
20530,BOOKOFF イオン山形北店,〒990-0810,山形県山形市馬見ヶ崎2-12-19 イオン山形北 2F,10:00～21:00,023-681-2013,中型店舗,1305台
20531,BOOKOFF PLUS 千葉仁戸名店,〒260-0801,千葉県千葉市中央区仁戸名町720-34,10:00～21:00,043-266-9811,大型店舗,378台
20532,BOOKOFF 江古田店,〒176-0006,東京都練馬区栄町2-12,10:00～21:00,03-5912-0773,小型店舗,なし
20533,BOOKOFF 東中野店,〒164-0003,東京都中野区東中野3-9-21,10:00～21:00,03-5337-5600,小型店舗,なし
20534,BOOKOFF 高田馬場北店,〒171-0033,東京都豊島区高田3-14-29,10:00～21:00,03-5396-7065,中型店舗,なし
20535,BOOKOFF PLUS ヨシヅヤ新稲沢店,〒492-8268,愛知県稲沢市朝府町4-1 ヨシヅヤ新稲沢店2F,10:00～20:30,0587-33-5031,中型店舗,860台
20536,BOOKOFF DCM上磯店,〒049-0111,北海道北斗市七重浜7-12-1  DCM上磯店 ２F,10:00～20:00,0138-48-0030,大型店舗,400台
20537,BOOKOFF PLUS 日立駅前店,〒317-0073,茨城県日立市幸町1-16-1 ヒタチエ 3階,10:00～20:00,0294-27-7200,中型店舗,884台
20538,BOOKOFF イオン橋本店,〒252-0143,神奈川県相模原市緑区橋本6-2-1  イオン橋本 4F,10:00～21:00,042-775-6751,大型店舗,753台
20539,BOOKOFF 武蔵小金井店,〒184-0015,東京都小金井市貫井北町 2-11-3,10:00～22:00,042-380-0085,中型店舗,65台
20540,BOOKOFF 鳥栖店,〒841-0083,佐賀県鳥栖市古賀町23,10:00～20:00,0942-84-3120,中型店舗,65台
20541,BOOKOFF イオンモール大牟田店,〒836-0037,福岡県大牟田市岬町3番４ イオンモール大牟田 2F 2048区画,10:00～21:00,094-441-2822,中型店舗,4800台
20542,BOOKOFF イトーヨーカドー溝ノ口店,〒213-0011,神奈川県川崎市高津区久本3丁目6-20 イトーヨーカドー溝ノ口店 3階,10:00～21:00,044-812-3030,中型店舗,357台
20543,BOOKOFF 金沢諸江店,〒920-0016,石川県金沢市諸江町中丁184-1,10:00～20:00,076-262-2552,中型店舗,21台
20544,BOOKOFF イオンタウン金沢駅西本町店,〒920-0025,石川県金沢市 駅西本町5-2-13 イオンタウン金沢駅西本町,10:00～20:00,076-232-1511,中型店舗,240(共有)台
20545,BOOKOFF SUPER BAZAAR 甲府貢川店,〒400-0049,山梨県甲府市富竹1丁目10-33,10:00～20:00,055-221-7211,大型店舗,208台
20546,BOOKOFF イトーヨーカドー東村山店,〒189-0014,東京都東村山市本町2-2-19 3階,09:00～20:00,042-399-1011,中型店舗,430台
20547,BOOKOFF チャチャタウン小倉店,〒802-0014,福岡県北九州市小倉北区砂津3‐1‐1  2階,10:00～21:00,093-521-2900,中型店舗,1150台
20548,BOOKOFF SUPER BAZAAR 草加セーモンプラザ店,〒340-0055,埼玉県草加市清門1丁目401‐１ セーモンプラザ２F,10:00～20:00,048-954-5201,大型店舗,420台
20549,BOOKOFF リヴィン田無店,〒188-0011,東京都西東京市田無町2-1-1 LIVIN田無 5F,10:00～21:00,042-450-2301,中型店舗,150台
20550,BOOKOFF 仙台クリスロード店,〒980-0021,宮城県仙台市青葉区中央2-4-10 ガレリアクリスロード 1F-4F,10:00～21:00,022-716-7015,中型店舗,なし
20551,BOOKOFF SUPER BAZAAR イトーヨーカドー八王子店,〒193-0941,東京都八王子市狭間町1462-1 イトーヨーカドー八王子店 3F,10:00～20:00,042-669-2880,大型店舗,"1,010台"
20552,BOOKOFF SUPER BAZAAR トライアル伊勢崎中央店,〒372-0818,群馬県伊勢崎市連取元町121-3 メガセンタートライアル伊勢崎中央店 2階,10:00～21:00,0270-26-9688,大型店舗,1083台
20553,BOOKOFF シーナシーナ琴似店,〒063-0812,北海道札幌市西区琴似2条１丁目４－１ ３F,10:00～21:00,011-623-4121,中型店舗,807台
20554,BOOKOFF 深谷田所店,〒366-0826,埼玉県深谷市田所町14,10:00～21:00,048-571-9181,中型店舗,51台
20555,BOOKOFF SUPER BAZAAR ゆめまち習志野台モール店,〒274-0063,千葉県船橋市習志野台8丁目58-1 ゆめまち習志野台モール2F,10:00～21:00,047-480-3681,大型店舗,343台
20556,BOOKOFF SUPER BAZAAR ユーカリが丘スカイプラザ店,〒285-0858,千葉県佐倉市ユーカリが丘4-1 スカイプラザ・モール2F,10:00～21:00,043-489-5611,大型店舗,950台
20557,BOOKOFF SUPER BAZAAR 野田店,〒278-0031,千葉県野田市中根新田字鹿島原57番1,10:00～21:00,04-7126-7185,大型店舗,427台
20558,BOOKOFF SUPER BAZAAR 豊中三国店,〒561-0821,大阪府豊中市日出町2‐2‐18 エディオン豊中店 3F,10:00～20:00,06-4867-3250,大型店舗,718台
20559,BOOKOFF イオン吹田店,〒564-0027,大阪府吹田市朝日町２−１０１ イオン吹田４F,10:00～21:00,06-6383-2902,中型店舗,343台
20560,BOOKOFF PLUS 古川バイパス店,〒989-6221,宮城県大崎市古川大宮8-8-17,10:00～21:00,0229-24-8252,大型店舗,61台
20561,BOOKOFF 瑞江駅北口店,〒132-0011,東京都江戸川区瑞江2-5-3,10:00～21:30,03-5636-5731,中型店舗,なし
20562,BOOKOFF イオン福岡東店,〒811-2233,福岡県糟屋郡志免町別府北2－14－1 イオン福岡東ショッピングセンター2階,10:00～21:00,未定,中型店舗,1500台
